batch_id,market,index_name,ticker,security_name,announce_date,effective_date,running_variable,cutoff,inclusion,event_type,source,source_url,note,sector
csi300-2020-11,CN,CSI300,2049,紫光国微,2020-11-27,2020-12-11,300.26,300.0,1,official_adjustment_addition,CSIndex official adjustment and reserve attachment,https://oss-ch.csindex.com.cn/static/html/csindex/public/uploads/indices/info/files/20210331/1617182729617116.xlsx,Official adjustment-list order mapped to a boundary ordinal running variable.,
csi300-2020-11,CN,CSI300,2384,东山精密,2020-11-27,2020-12-11,300.25,300.0,1,official_adjustment_addition,CSIndex official adjustment and reserve attachment,https://oss-ch.csindex.com.cn/static/html/csindex/public/uploads/indices/info/files/20210331/1617182729617116.xlsx,Official adjustment-list order mapped to a boundary ordinal running variable.,
csi300-2020-11,CN,CSI300,2414,高德红外,2020-11-27,2020-12-11,300.24,300.0,1,official_adjustment_addition,CSIndex official adjustment and reserve attachment,https://oss-ch.csindex.com.cn/static/html/csindex/public/uploads/indices/info/files/20210331/1617182729617116.xlsx,Official adjustment-list order mapped to a boundary ordinal running variable.,
csi300-2020-11,CN,CSI300,2600,领益智造,2020-11-27,2020-12-11,300.23,300.0,1,official_adjustment_addition,CSIndex official adjustment and reserve attachment,https://oss-ch.csindex.com.cn/static/html/csindex/public/uploads/indices/info/files/20210331/1617182729617116.xlsx,Official adjustment-list order mapped to a boundary ordinal running variable.,
csi300-2020-11,CN,CSI300,2812,恩捷股份,2020-11-27,2020-12-11,300.22,300.0,1,official_adjustment_addition,CSIndex official adjustment and reserve attachment,https://oss-ch.csindex.com.cn/static/html/csindex/public/uploads/indices/info/files/20210331/1617182729617116.xlsx,Official adjustment-list order mapped to a boundary ordinal running variable.,
csi300-2020-11,CN,CSI300,2821,凯莱英,2020-11-27,2020-12-11,300.21,300.0,1,official_adjustment_addition,CSIndex official adjustment and reserve attachment,https://oss-ch.csindex.com.cn/static/html/csindex/public/uploads/indices/info/files/20210331/1617182729617116.xlsx,Official adjustment-list order mapped to a boundary ordinal running variable.,
csi300-2020-11,CN,CSI300,300529,健帆生物,2020-11-27,2020-12-11,300.2,300.0,1,official_adjustment_addition,CSIndex official adjustment and reserve attachment,https://oss-ch.csindex.com.cn/static/html/csindex/public/uploads/indices/info/files/20210331/1617182729617116.xlsx,Official adjustment-list order mapped to a boundary ordinal running variable.,
csi300-2020-11,CN,CSI300,300676,华大基因,2020-11-27,2020-12-11,300.19,300.0,1,official_adjustment_addition,CSIndex official adjustment and reserve attachment,https://oss-ch.csindex.com.cn/static/html/csindex/public/uploads/indices/info/files/20210331/1617182729617116.xlsx,Official adjustment-list order mapped to a boundary ordinal running variable.,
csi300-2020-11,CN,CSI300,600150,中国船舶,2020-11-27,2020-12-11,300.18,300.0,1,official_adjustment_addition,CSIndex official adjustment and reserve attachment,https://oss-ch.csindex.com.cn/static/html/csindex/public/uploads/indices/info/files/20210331/1617182729617116.xlsx,Official adjustment-list order mapped to a boundary ordinal running variable.,
csi300-2020-11,CN,CSI300,600161,天坛生物,2020-11-27,2020-12-11,300.17,300.0,1,official_adjustment_addition,CSIndex official adjustment and reserve attachment,https://oss-ch.csindex.com.cn/static/html/csindex/public/uploads/indices/info/files/20210331/1617182729617116.xlsx,Official adjustment-list order mapped to a boundary ordinal running variable.,
csi300-2020-11,CN,CSI300,600584,长电科技,2020-11-27,2020-12-11,300.16,300.0,1,official_adjustment_addition,CSIndex official adjustment and reserve attachment,https://oss-ch.csindex.com.cn/static/html/csindex/public/uploads/indices/info/files/20210331/1617182729617116.xlsx,Official adjustment-list order mapped to a boundary ordinal running variable.,
